Full Name,Status,#,Post Name,Category,Employee Category,Practice Group,Team,Team Code,Location
Evelyn Bravo,,10148,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,London
Johnathan Valdez,,10230,Paralegal,Paralegal,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Amoura Cortez,,3954,Digital Marketing and Data Manager,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Kyler Reeves,,7809,HR Systems & Data Analyst,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Haven Riley,,7240,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Bristol
Clark Thompson,,9701,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Construction Planning and Environment,300,Bristol
Kayla Gonzales,,11281,IT Service Desk Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Theodore Dyer,,8274,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Bristol
Hadley Moody,,11443,Assistant Billing Manager,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Atreus Lam,,1661,Knowledge Lawyer Director,Knowledge,UK - Fee Earner Support,"UK - Advisory,",UK - Professional Support,400,Reading
Elaine Young,,9736,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Bodie Duarte,,8263,Associate,Associate,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,London
Zoey Shannon,,10749,Paralegal,Paralegal,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,Bristol
Abdullah Frederick,,5714,Accounts Payable Assistant,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Harlee Knapp,,10393,Paralegal,Paralegal,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Kase Barr,,7423,Paralegal,Paralegal,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Construction Planning and Environment,300,Bristol
Linda Snow,,6643,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,Bristol
Harley Wilcox,,11352,Partner,Partner,US - Operations,"US - Firm Management USA,",US - Operations,6900,Miami
Alexia Wheeler,,4407,Senior PA,Sr PA / Document Spec / Exec PA,UK - Fee Earner Support,"UK - Advisory,",UK - PA Support,400,London
Jerry Hancock,,9684,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Construction Planning and Environment,300,Bristol
Sydney Nolan,,11398,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,Bristol
Rex Gibson,,4197,CRM Specialist,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Itzayana Keller,,4098,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,Bristol
Tyler Gardner,,9544,AML Officer,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Logan Wu,,10771,Legal Supervisor,Paralegal,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Alan Miller,,11395,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,Bristol
Liana Howell,,9682,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Benjamin McCarty,,5901,Legal Secretary,Central Business Support,UK - Business Services,"UK - Business Support Services,",UK - Business Support,5700,London
Mckenna Lu,,8218,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Blaise Morgan,,10930,Paralegal,Paralegal,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,Bristol
Emani Parra,,2914,Legal Director,Legal Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,Reading
Hunter Green,,10945,Legal Cashier,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Dalary Person,,10180,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Anthony Bernal,,4768,Legal Director,Legal Director,UK - Fee Earners,"UK - Advisory,",UK - Tax,400,Bristol
Dylan Rollins,,9160,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,London
Eithan Cook,,5383,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Araceli Vo,,8338,Associate Director,Associate Director,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Ezekiel Arnold,,10955,Document Specialist,Central Business Support,UK - Business Services,"UK - Business Support Services,",UK - Business Support,5700,Bristol
Artemis Pace,,9941,Senior Business Analyst,Change Function,UK - Business Services,"UK - Change Function,",UK - Change Function,6850,Bristol
Abraham Manning,,9681,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,London
Giana Reed,,10832,UI/UX Designer,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Seth Mayer,,10852,IT Service Desk Apprentice,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Valentina Preston,,11450,Assistant Billing Manager,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Yahir Carson,,2263,Knowledge Lawyer Director,Knowledge,UK - Fee Earner Support,"UK - Advisory,",UK - Professional Support,400,Bristol
Indie Nelson,,9006,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Ares Aguirre,,2858,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Reading
Everly Velasquez,,10900,Assistant Business Development Manager,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,London
Andy McFarland,,10425,Workplace Services Coordinator,Workplace Services,UK - Business Services,"UK - Workplace Services,",UK - Workplace Services,6700,London
Esme O’Connell,,8221,Trainee Solicitor (SQE Route),Trainee Solicitor,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,Bristol
Dane Harper,,7211,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,Bristol
Jillian Velazquez,,4804,Reception Supervisor,Workplace Services,UK - Business Services,"UK - Workplace Services,",UK - Workplace Services,6700,Bristol
Hayes Blevins,,5070,Partner,Partner,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,Bristol
Jaliyah Hoffman,,6803,Business Development Manager (FS),Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,London
Avi Padilla,,7780,Legal Project Manager/Paralegal,Paralegal,UK - Fee Earners,"UK - Disputes and Risk,",UK - Construction Disputes,200,London
Aspen Hale,,3758,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,Bristol
Jaden Haley,,6653,IT Procurement and Asset Specialist,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Brinley Camacho,,3465,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Leif Donaldson,,5417,Partner,Partner,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,London
Armani Ingram,,7165,Immigration Director,Associate Director,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,Bristol
Canaan Pearson,,4981,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,Bristol
Katie Kane,,8633,Company Secretarial Manager,Paralegal,UK - Fee Earners,"UK - Business Transactions,",UK - Company Secretarial,100,Bristol
Gunner Pham,,10830,Cyber Security Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Ellianna McKee,,5544,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,London
Russell Harding,,9880,Accounts Payable Supervisor,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Kori Horn,,5521,Conveyancing Executive,Legal Executive,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Brodie Kane,,9226,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,Reading
Avah Nava,,1463,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Brock Ho,,3695,Senior PA – Knowledge – Supervisor,Knowledge,UK - Business Services,"UK - Knowledge,",UK - Knowledge,5900,Bristol
Scout Frederick,,5981,Conveyancing Executive,Legal Executive,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Morgan Higgins,,6602,Associate Director,Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,Bristol
Sariyah Marks,,7622,Legal Cashier (Accounts Payable),Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Sterling Blanchard,,8099,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,Bristol
Monica Huffman,,10548,Trainee Solicitor Secondment,Trainee Solicitor,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Adler Hodge,,7213,Associate,Associate,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,London
Hayley Rivers,,9582,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Reign Morgan,,11122,Programme Manager,Change Function,UK - Business Services,"UK - Change Function,",UK - Change Function,6850,London
Kiana Greene,,11321,Portfolio Analyst,Change Function,UK - Business Services,"UK - Change Function,",UK - Change Function,6850,London
Hunter Doyle,,3867,Associate Director,Associate Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,Bristol
Selena Weber,,11307,Senior Knowledge Lawyer,Knowledge,UK - Fee Earner Support,"UK - Business Transactions,",UK - Professional Support,100,London
Kashton Roman,,11297,Paralegal,Paralegal,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Alayah Ramos,,8631,Senior Paralegal,Paralegal,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Kian Jimenez,,9852,Associate / Commercial Manager,Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Alice Chapman,,8244,Client and Matter Inception Team Leader,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Silas Morales,,9559,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Advisory,",UK - Human Capital,400,London
Zuri Glenn,,10156,Public Relations Executive,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Aaron Tyler,,6556,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Blaire Pearson,,9543,Applications Support Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Emmitt Garza,,4164,Consultant,Consultant,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Kiara Richards,,1729,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Judah Koch,,10414,Bids Manager,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Trinity Sherman,,9542,Associate Director,Associate Director,UK - Fee Earners,"UK - Advisory,",UK - Tax,400,Bristol
Salvador Truong,,6551,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,London
Addilyn Wright,,4928,Revenue Control Manager (Billing),Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Ayan Lowe,,8637,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - PA Support,200,Bristol
Lily Bowers,,8428,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,London
Julius Jordan,,8670,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,Bristol
Elisa Lu,,7485,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Sawyer Portillo,,6510,Trainee Conveyancing Executive,Legal Executive,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Emani Davidson,,9186,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Reading
Wallace Decker,,10876,Transformation Marketing Manager,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,London
Jayla McCarty,,4502,Marketing Manager (D&R),Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Taylor Mora,,6543,IT Cyber Security Manager & Architect,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Halo Zamora,,5050,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Arturo Livingston,,4260,Legal Secretary,Central Business Support,UK - Business Services,"UK - Business Support Services,",UK - Business Support,5700,London
Sierra Serrano,,5682,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Ambrose Lu,,6555,Associate,Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Allie Frye,,9729,Senior Knowledge PA,Knowledge,UK - Business Services,"UK - Knowledge,",UK - Knowledge,5900,London
Duncan Ortega,,10422,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Raya Mason,,8646,Senior Manager: HR Project Specialist,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Kobe Saunders,,1908,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,Reading
Sienna Goodwin,,5900,Risk & Compliance Officer,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Kasen Estrada,,6818,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Shiloh Clark,,10052,Senior PA,Sr PA / Document Spec / Exec PA,UK - Fee Earner Support,"UK - Business Transactions,",UK - PA Support,100,London
Phoenix Lim,,3013,Consultant (not a practicing solicitor),Consultant,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Chloe Reilly,,5283,Administrative Assistant,Central Business Support,UK - Business Services,"UK - Business Support Services,",UK - Business Support,5700,London
Cal Foster,,5094,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,London
Tori Nielsen,,9767,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Kayden Avila,,11286,People Development Assistant,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Vienna Barron,,11407,Billings Controller,Finance,UK - Business Services,"UK - Finance,",UK - Finance,5100,Bristol
Jaylen Burke,,10510,Legal Applications Analyst,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Anya Phelps,,9446,IT Trainer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Jax Tran,,2324,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,",UK - Company Secretarial,100,Bristol
Laney Hess,,9314,Conveyancing Executive,Legal Executive,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Braxton Arnold,,10571,Paralegal,Paralegal,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Kaliyah Griffith,,8316,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Abraham Blair,,10069,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Alicia Huynh,,10459,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,London
Troy Love,,10610,Solicitor Apprentice,Solicitor Apprentice (UK),UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Oaklee Dyer,,9190,Senior Paralegal,Paralegal,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Reading
Jeffrey Koch,,3648,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Estrella Barnett,,4976,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Salvador Nunez,,6633,IT Junior Operations Engineer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Harlow Escobar,,8100,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Caden Wilkerson,,9439,Associate Director,Associate Director,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Construction Planning and Environment,300,Bristol
Erin Hutchinson,,8278,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Reading
Carmelo Kemp,,9726,Associate Director,Associate Director,UK - Fee Earners,"UK - Advisory,",UK - Pensions & Competition,400,London
Jamie Willis,,9952,Bids Executive,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Melvin Barajas,,11423,Assistant Practice Manager,Legal Support & Mgt (Plots),UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - Professional Support,300,Bristol
Alexa Cabrera,,8653,PA,PA / Legal Secretary,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,London
Brennan Kirk,,3228,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,London
Daleyza Hester,,5173,Business Development Manager (RE&R),Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,London
Alessandro Bates,,7779,HR Advisor,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Zendaya Goodman,,8222,Trainee Solicitor (SQE Route),Trainee Solicitor,UK - Fee Earners,"UK - Disputes and Risk,",UK - Construction Disputes,200,Bristol
Ellis Ayers,,10426,Information Security Analyst,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Carolina McClure,,11402,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,London
Ulises Lawrence,,2859,Head of Knowledge,Knowledge,UK - Business Services,"UK - Knowledge,",UK - Knowledge,5900,London
Estella Olsen,,6416,PREF Operations Director,Operations Director,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - Professional Support,300,Bristol
Kaleb Wise,,6930,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,London
Oaklyn Davila,,7432,Senior Research Analyst,Knowledge,UK - Business Services,"UK - Knowledge,",UK - Knowledge,5900,Bristol
Frederick Morse,,9575,Senior Knowledge Lawyer,Knowledge,UK - Fee Earner Support,"UK - Business Transactions,",UK - Professional Support,100,London
Rayne Hendricks,,361,Associate Director,Associate Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,Bristol
Bode Sloan,,4842,Knowledge Systems Manager,Knowledge,UK - Business Services,"UK - Knowledge,",UK - Knowledge,5900,Bristol
Dani Burton,,11346,Client Development Executive,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,Bristol
Ocean Arroyo,,9703,Paralegal,Paralegal,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,London
Miriam Franco,,8101,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Alberto Garcia,,9969,Associate Director,Associate Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,London
Charleigh Grant,,7747,People Development Advisor (Future Lawyers),Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
James Manning,,9936,Plots Administrative Assistant,Legal Support & Mgt (Plots),UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - Professional Support,300,Reading
Alaina Watkins,,4806,Recruitment Advisor,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Seth Wilkinson,,8246,Junior PA,Jr PA / Admin Assistant,UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - PA Support,300,Reading
Lola Clements,,5187,Plots Practice Manager,Legal Support & Mgt (Plots),UK - Fee Earner Support,"UK - Projects, Real Estate & Finance,",UK - Professional Support,300,Bristol
Leonard Phelps,,5062,Business Support Manager Assistant,Business Support Services Mgt.,UK - Business Services,"UK - Business Support Services,",UK - Business Support,5700,Bristol
Cara Cabrera,,2393,Senior PA,Sr PA / Document Spec / Exec PA,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - PA Support,200,Bristol
Hamza Boone,,10349,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Daleyza Anthony,,3907,International Head of CRM,Marketing & Sales,UK - Business Services,"UK - Marketing & Sales,",UK - Marketing & Sales,6600,London
Mauricio Blackburn,,4822,Legal Director,Legal Director,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,Bristol
Macy Hinton,,10435,Paralegal,Knowledge,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - Professional Support,200,Bristol
Zahir Montes,,5618,Associate Director,Associate Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Construction Disputes,200,Bristol
Jaelynn Watkins,,10421,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,Bristol
Darren Ramsey,,9717,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,London
Lola Potts,,10829,Legal Counsel,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Luciano Young,,4223,Workplace Services Manager,Workplace Services,UK - Business Services,"UK - Workplace Services,",UK - Workplace Services,6700,Bristol
Ellison Michael,,11408,Solutions Apprentice,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Asher Everett,,9010,Associate,Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,London
Aubriella Beard,,4238,Head of IT Operations & Cyber Security,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,London
Camilo Hess,,9618,Knowledge Lawyer,Knowledge,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - Professional Support,200,London
Ezra Potter,,9693,Trainee Solicitor,Trainee Solicitor,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Bristol
Lawrence Gross,,3278,Legal Director,Legal Director,UK - Fee Earners,"UK - Disputes and Risk,",UK - Commercial Disputes,200,Reading
Rory Simpson,,4181,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Banking,300,London
Quinn Poole,,5281,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,London
Anastasia Peck,,10405,Operations Director,Operations Director,UK - Fee Earner Support,"UK - Disputes and Risk,",UK - Professional Support,200,London
Quincy Meyer,,3157,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Reading
Crystal Conway,,4339,AML Officer,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Tristan Thomas,,9274,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Bristol
Ryann Drake,,11339,Wellbeing Strategy Lead,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Logan McMahon,,3068,Senior PA,Sr PA / Document Spec / Exec PA,UK - Fee Earner Support,"UK - Business Transactions,",UK - PA Support,100,Bristol
Jayleen Blackwell,,10397,Senior AML Officer,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,London
Jakob Marquez,,1743,Head of Reward,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Saoirse Le,,11023,IT Trainer,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Malakai Kim,,10575,Solutions Apprentice,OC Solutions,UK - Business Services,"UK - OC Solutions,",UK - Operations,6450,Bristol
Myla Mosley,,9812,HR Assistant,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Roman Rivas,,2906,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,","UK - M&A, Corp Finance and PE",100,Reading
Zaniyah Chen,,4395,Head of Recruitment,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Damon Mathis,,4763,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Property Disputes,200,Bristol
Valeria Lowery,,4634,Partner,Partner,UK - Fee Earners,"UK - Business Transactions,",UK - Commercial,100,London
Gustavo Case,,9458,Senior Development Manager (Future Lawyer),Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,London
Estelle Person,,7363,Senior People Development Manager,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Bentlee Rush,,8385,Senior Associate,Senior Associate,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,Bristol
Dylan Shaffer,,9984,Application Support Manager,Information Technology,UK - Business Services,"UK - I&T Tech Services,",UK - Information Technology,5200,Bristol
Kaiser Schmitt,,998,Company Secretarial Manager,Paralegal,UK - Fee Earners,"UK - Business Transactions,",UK - Company Secretarial,100,Bristol
Alanna Curry,,5646,Partner,Partner,UK - Fee Earners,"UK - Disputes and Risk,",UK - Regulatory Disputes,200,London
Murphy Gilbert,,8271,Associate,Associate,UK - Fee Earners,"UK - Business Transactions,",UK - Financial Institutions Group (FIG),100,London
Alison Butler,,4170,Deputy Work Acceptance Manager,Risk & Compliance,UK - Business Services,"UK - Risk & Compliance,",UK - Risk & Compliance,6100,Bristol
Tobias Valentine,,3432,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Projects,300,Bristol
Athena Snyder,,3521,Partner,Partner,UK - Fee Earners,"UK - Projects, Real Estate & Finance,",UK - Real Estate,300,Bristol
Demetrius Wade,,5560,Reward Manager,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,Bristol
Callie Cortez,,9074,HR Business Partner,Human Resources,UK - Business Services,"UK - Human Resources,",UK - Human Resources,5400,London
Jake Sanders,,6772,Head of Business Analysis and Continuous Improvement,Change Function,UK - Business Services,"UK - Change Function,",UK - Change Function,6850,Bristol
